id	filename	md5	size	state
093aa401-4bb1-4997-8be6-470544f6808e	093aa401-4bb1-4997-8be6-470544f6808e/be744c85-f54c-45f1-b080-8e5311931137.rna_seq.augmented_star_gene_counts.tsv	b6dccc3f680d96256eb92ed6792c82d8	4247439	validated
096e12ca-b2e4-49ce-b0b8-b1acc24fbd7c	096e12ca-b2e4-49ce-b0b8-b1acc24fbd7c/18622858-aa49-4b40-9413-19a3ea0917f1.rna_seq.augmented_star_gene_counts.tsv	d7fe44984cfae197c2bc3f7334677f02	4257870	validated
0e28db41-20f8-4fd2-ab9a-8f19eded609b	0e28db41-20f8-4fd2-ab9a-8f19eded609b/7fbbc82a-e929-4527-8701-1cad22aa10bb.rna_seq.augmented_star_gene_counts.tsv	25ed5f44550f8ae2017ba2fb47d23597	4233970	validated
106f99e1-ae59-4781-ba14-aa196f007571	106f99e1-ae59-4781-ba14-aa196f007571/a61ada75-0759-45d0-9cb0-f08847b16a5d.rna_seq.augmented_star_gene_counts.tsv	0a36614b7c607c8c25d5e4ced84e493c	4236390	validated
10dc2c71-264f-4578-a490-58f651a61802	10dc2c71-264f-4578-a490-58f651a61802/980d7e6a-52c4-4801-9688-e839ecdbba44.rna_seq.augmented_star_gene_counts.tsv	544deac1f5b5b333322434908602b681	4244755	validated
168c1b35-05bf-41e1-941c-ffc8d22eff5b	168c1b35-05bf-41e1-941c-ffc8d22eff5b/780fac28-349b-4415-84df-e64944d0cc00.rna_seq.augmented_star_gene_counts.tsv	a69099c2055796da6751210f0b8c0331	4237524	validated
17c155d1-f034-4913-ac0b-62b7e2f7c165	17c155d1-f034-4913-ac0b-62b7e2f7c165/119bf462-4e36-4ed0-8b39-5a4e800a33d9.rna_seq.augmented_star_gene_counts.tsv	8068ae78f7e12dd428c547618462e661	4243758	validated
1801c93b-a008-4de4-9f07-df9bef03ff42	1801c93b-a008-4de4-9f07-df9bef03ff42/9dde9b6c-b5ba-4466-b3c7-aba8a9e69b54.rna_seq.augmented_star_gene_counts.tsv	c53b93b6a3642fe0179cc6ac919f228b	4236117	validated
1af76c0c-923d-44ad-9248-3b526eda8e92	1af76c0c-923d-44ad-9248-3b526eda8e92/a35af1ca-0382-4cb2-99d4-6fbb32fa3deb.rna_seq.augmented_star_gene_counts.tsv	9e03310232cf55e43950449f0218b71f	4206343	validated
1cb52e17-a484-4891-8593-56683e029e9c	1cb52e17-a484-4891-8593-56683e029e9c/287b005d-7307-4a8e-9516-ef10f061e4ff.rna_seq.augmented_star_gene_counts.tsv	8158f7fe90e818913497391124d08559	4247073	validated
1de863f3-651f-4ae3-af16-470afebbc2fc	1de863f3-651f-4ae3-af16-470afebbc2fc/fc853d38-8069-41b0-af9c-77925a3f8063.rna_seq.augmented_star_gene_counts.tsv	49d082a4586b0238f3b0c4b230c4f47b	4253112	validated
2008d543-6a10-4314-8c40-4f4d18f71d28	2008d543-6a10-4314-8c40-4f4d18f71d28/6a97f265-9602-4a22-862f-c9c5c2d4adcf.rna_seq.augmented_star_gene_counts.tsv	6f63c1f1fce0ee60ca2310968b1d46da	4243838	validated
20c22c10-01f7-4187-a4b5-e17be5963a4e	20c22c10-01f7-4187-a4b5-e17be5963a4e/69591486-40ca-4916-b935-d79e541ada41.rna_seq.augmented_star_gene_counts.tsv	22f09b8ae99fb2b7359c1ebfdd0b7e9d	4245201	validated
217d7f0c-0608-4333-aa65-56044f893f07	217d7f0c-0608-4333-aa65-56044f893f07/5b95f998-93bc-4017-91d7-e71f3a92f0ac.rna_seq.augmented_star_gene_counts.tsv	b7f93db53e795ade2d60f4a20aa494a3	4247365	validated
24c896dc-28d2-4bca-a40d-e19c10081c51	24c896dc-28d2-4bca-a40d-e19c10081c51/990d59a1-18bd-4903-b1c9-f4d8b9edf980.rna_seq.augmented_star_gene_counts.tsv	d9c8c8e99039606bd490664539411f96	4225769	validated
256bde8c-5144-433f-95a9-e5d4fdad0669	256bde8c-5144-433f-95a9-e5d4fdad0669/7091c2c6-682c-4c5e-810e-fa254b3a20bc.rna_seq.augmented_star_gene_counts.tsv	37d0299015b38681b24736b6a1f97ad1	4248687	validated
29d9270b-fe18-473c-9469-a795dd2cc58f	29d9270b-fe18-473c-9469-a795dd2cc58f/5cefffdd-a2ba-46e9-bdd8-cf3056e7f6ee.rna_seq.augmented_star_gene_counts.tsv	98b41461354ed949ffda9832fd74d2a4	4243808	validated
2d212cf0-75f9-43bf-8365-bae07f86c6bf	2d212cf0-75f9-43bf-8365-bae07f86c6bf/9d235e23-75b8-416e-a200-376773964198.rna_seq.augmented_star_gene_counts.tsv	1100358729c45c239350ce7567ab309c	4247728	validated
2f9aa080-5cda-43b1-9888-1436ecd165ea	2f9aa080-5cda-43b1-9888-1436ecd165ea/6bde9a9f-c4f1-458c-994f-1e1924a58b66.rna_seq.augmented_star_gene_counts.tsv	55555564be23eb93c4c24d277b7a088c	4226827	validated
309a1209-99af-415d-b877-1b98b2168cd3	309a1209-99af-415d-b877-1b98b2168cd3/9590c5c2-d479-442e-af26-e18f57b10743.rna_seq.augmented_star_gene_counts.tsv	5d4567b4658467246e1c31b352ef0732	4246823	validated
3580a24e-690f-4f50-a597-105b98bb2945	3580a24e-690f-4f50-a597-105b98bb2945/f5c71b68-bbb1-4398-ad39-68689b391946.rna_seq.augmented_star_gene_counts.tsv	5f278ed46d774e3ae9626b7a7d683956	4240500	validated
3654dd97-721c-4c37-9e35-250756f17e02	3654dd97-721c-4c37-9e35-250756f17e02/768665a6-bdea-4cd9-88ad-ff94e012ac8a.rna_seq.augmented_star_gene_counts.tsv	d63943d8588767accb4e5bf3e1649334	4244193	validated
375c4da7-62e3-4f99-a273-1e582b89ade0	375c4da7-62e3-4f99-a273-1e582b89ade0/a46d8914-d6da-4abb-be86-aa2ad553d134.rna_seq.augmented_star_gene_counts.tsv	6726c3ac3a98b42b033a3b2daf5a170e	4225254	validated
39531ae2-016c-4a96-bd3b-e1e6b4bd2a80	39531ae2-016c-4a96-bd3b-e1e6b4bd2a80/a063e408-4a0f-4804-b37e-88a86c852acc.rna_seq.augmented_star_gene_counts.tsv	253a10b287c2063f19016904b0226424	4240424	validated
39fb82e8-6aab-44a6-9e26-3a3ccc1fb98c	39fb82e8-6aab-44a6-9e26-3a3ccc1fb98c/39f92a75-46f1-478c-9614-947a79bff4c5.rna_seq.augmented_star_gene_counts.tsv	60f46997fdb408c471c1e49b293ddea8	4243994	validated
3a7a5952-2d02-473f-8d81-493be3decb61	3a7a5952-2d02-473f-8d81-493be3decb61/e3466176-3ac8-4137-b082-d91d283af764.rna_seq.augmented_star_gene_counts.tsv	33ae37437d7205252a7d0d9a68dfceec	4243597	validated
3d004931-6cfe-4926-a3a8-17510f4785cb	3d004931-6cfe-4926-a3a8-17510f4785cb/e7339363-1f11-4229-898f-e0ddbaef9d2b.rna_seq.augmented_star_gene_counts.tsv	45101da059968be52f1143f3832488ed	4245173	validated
3fc95f5c-f859-461f-a9af-21dcd20f85ca	3fc95f5c-f859-461f-a9af-21dcd20f85ca/6d50aa9f-01d3-47a2-a605-22b965816e79.rna_seq.augmented_star_gene_counts.tsv	69d5dee5623b6a9432f05ce844a9543c	4242182	validated
40368cdd-e26c-46c7-b0d9-fcf514c2cb2d	40368cdd-e26c-46c7-b0d9-fcf514c2cb2d/658f9997-36aa-49f6-8464-589bb14955cc.rna_seq.augmented_star_gene_counts.tsv	42af9d8af17d03a4e19d90e17bfbf767	4235187	validated
45ec226d-4b18-4946-a6a6-ab6e5af68ebe	45ec226d-4b18-4946-a6a6-ab6e5af68ebe/17d7a5b4-345f-48ec-9dda-0ff870e7698b.rna_seq.augmented_star_gene_counts.tsv	3d3861909e5241a50fac6fca0151d60d	4250991	validated
46fb8b3a-1f98-4f7b-b6b6-eb55666f6a88	46fb8b3a-1f98-4f7b-b6b6-eb55666f6a88/b6ae0805-36b2-4b3f-8bba-8b73ce9dd73e.rna_seq.augmented_star_gene_counts.tsv	54b705b0ddb6ac8d7a867ef20d7b7cd9	4234305	validated
47c8fc21-36cb-4997-86eb-d6d34c386edf	47c8fc21-36cb-4997-86eb-d6d34c386edf/4ffc4d72-644d-4809-8039-30553f7eac1a.rna_seq.augmented_star_gene_counts.tsv	2d65d4a167fce2befd51421cff3ec970	4199074	validated
48743339-a032-4879-a96a-8def9c3e7573	48743339-a032-4879-a96a-8def9c3e7573/185ecfd0-680c-4874-8667-5d7543ec562c.rna_seq.augmented_star_gene_counts.tsv	6246dda679f1818375f1055ffa4503a8	4235512	validated
4accf187-022b-48d9-9ef8-a1a10605f170	4accf187-022b-48d9-9ef8-a1a10605f170/92ab457d-b117-4c90-a415-b868c46f3bed.rna_seq.augmented_star_gene_counts.tsv	2912625b1c49f20d7211973319d09790	4250042	validated
4e1f9226-2ee6-4131-a928-a945da3aacff	4e1f9226-2ee6-4131-a928-a945da3aacff/c3dac43b-7d7e-4f20-a50e-13660bcc3dce.rna_seq.augmented_star_gene_counts.tsv	6bd716b191fea6471fc97d3f32b070e3	4246469	validated
50196e06-e622-4ebd-a65e-fb28b5aab690	50196e06-e622-4ebd-a65e-fb28b5aab690/5fd0d3f1-a6ff-449f-bf7f-e718a3e3744d.rna_seq.augmented_star_gene_counts.tsv	16541e38eda24c89e785821d51f44008	4249034	validated
509df950-d266-4750-9933-e8c19d399415	509df950-d266-4750-9933-e8c19d399415/5c234394-2690-47fb-a867-0fa546147d91.rna_seq.augmented_star_gene_counts.tsv	df9190469b0ded9cd845958c860369cb	4263386	validated
55ebe60f-0297-4492-a553-bce2193bb861	55ebe60f-0297-4492-a553-bce2193bb861/b9e903ca-fa89-4eba-b8c5-0b3d61f0a3c4.rna_seq.augmented_star_gene_counts.tsv	af35d074db5dd4016b6ce2d5f191c7d3	4246241	validated
58601a61-4e84-471d-80ca-941e39327a6a	58601a61-4e84-471d-80ca-941e39327a6a/25c2446c-da31-4e61-814c-c55de3fb5bf8.rna_seq.augmented_star_gene_counts.tsv	a02513faed0c3f59b0b979935e3e81bc	4250754	validated
589b984a-558e-4f3a-9b56-3f4943e33bab	589b984a-558e-4f3a-9b56-3f4943e33bab/20c70125-f4ec-4d52-9efd-a207b559fedc.rna_seq.augmented_star_gene_counts.tsv	94d2e3b2681f2cda2704a161d311d2a1	4242775	validated
5f422787-4bdc-49ac-bda9-2f88652d3469	5f422787-4bdc-49ac-bda9-2f88652d3469/bd9e5d54-862c-4152-a30c-8c2d49611ede.rna_seq.augmented_star_gene_counts.tsv	1213701e2c1fafc124c2475992e8e766	4232139	validated
5fc3873b-df42-47b1-b9f5-701d2406640a	5fc3873b-df42-47b1-b9f5-701d2406640a/69830d59-61a6-4b21-bf3b-94f97d551ca2.rna_seq.augmented_star_gene_counts.tsv	d5587d682d0a1cf7cd899883c0052518	4241867	validated
649bd22f-f57a-4d0c-8004-f7d03ca3391c	649bd22f-f57a-4d0c-8004-f7d03ca3391c/cba84817-ec75-481b-be5c-bf2cb79cf3a3.rna_seq.augmented_star_gene_counts.tsv	71713bc07218cbb178397b1726b68255	4233136	validated
665cdb8c-2324-4c9c-8086-37300a3f5731	665cdb8c-2324-4c9c-8086-37300a3f5731/140e1c05-09c3-4396-af46-6a4623ac879b.rna_seq.augmented_star_gene_counts.tsv	a158a118c187fa1eed19374df4f8fa94	4245168	validated
6972781b-1717-4e3b-9d0b-b880eca1b56f	6972781b-1717-4e3b-9d0b-b880eca1b56f/dff15475-5d89-4f60-bf3f-b7ca32bf0b43.rna_seq.augmented_star_gene_counts.tsv	39aaf778be635497732cd8d375d1a13a	4246727	validated
6ad32f07-b7bd-49e8-a795-51dddd881779	6ad32f07-b7bd-49e8-a795-51dddd881779/3aea1b4d-5ffd-44ad-933c-718bc074a1b7.rna_seq.augmented_star_gene_counts.tsv	fdc23c25f0617bdd2dfc186f68d9b9a4	4246366	validated
6dd60225-dfea-4c5e-915b-5ac2606b2942	6dd60225-dfea-4c5e-915b-5ac2606b2942/7a341b47-f3e6-4539-9043-daccc72397a9.rna_seq.augmented_star_gene_counts.tsv	2ac2dc59d1c267b82907e917fd75f896	4247165	validated
6eddb7a3-936b-4a19-b5a4-a92eeae8e9a9	6eddb7a3-936b-4a19-b5a4-a92eeae8e9a9/7fff8b0c-7cb4-493d-a740-1e455fc5efef.rna_seq.augmented_star_gene_counts.tsv	c9488012ffd52bde9e784fffd9408a4a	4212483	validated
7036b862-2fd1-4849-99a6-43fda2865ff3	7036b862-2fd1-4849-99a6-43fda2865ff3/8cc7b404-5ac0-49b5-9348-8661d19a2ef2.rna_seq.augmented_star_gene_counts.tsv	949b761e25002a0a7eaa311a2c91f346	4245842	validated
754ba6ec-b1c1-4e6d-bd85-c7af483f2c6e	754ba6ec-b1c1-4e6d-bd85-c7af483f2c6e/f2090b33-a556-4629-83cf-0aef66458cf3.rna_seq.augmented_star_gene_counts.tsv	cfcad68b2cbfd8d7e13ef386ebe6f955	4246806	validated
76a42daf-ae14-4654-a64d-b42d4a6524d4	76a42daf-ae14-4654-a64d-b42d4a6524d4/1894126b-fc11-4f8a-9ed5-155cc3b1a885.rna_seq.augmented_star_gene_counts.tsv	27a496916271e7fc77e49cb6f83839a8	4249464	validated
773258d4-b815-4f60-a673-6ef8b1d23a24	773258d4-b815-4f60-a673-6ef8b1d23a24/17c86e2b-8585-4a28-baa4-17c417db03a6.rna_seq.augmented_star_gene_counts.tsv	f00408008deccc62eefe4cd9f3bcb816	4228570	validated
7a2d8497-1056-4a46-8e1e-e314b7c462a0	7a2d8497-1056-4a46-8e1e-e314b7c462a0/9d086aed-1b53-4120-8116-8234d6bd26e1.rna_seq.augmented_star_gene_counts.tsv	53f15ef302cf51efb7d20e18d21bfbcc	4245687	validated
7cc909df-25f6-4373-a5c4-6e1f29ff9597	7cc909df-25f6-4373-a5c4-6e1f29ff9597/e789c64d-c165-4b92-bbb7-51001e310c74.rna_seq.augmented_star_gene_counts.tsv	c1bb08b50d445c4e85f859064901b2d8	4231350	validated
7ebebed0-7f3a-48cc-a8d8-0871985478b6	7ebebed0-7f3a-48cc-a8d8-0871985478b6/c66f5e70-5209-4177-87ad-d7907eda8ea9.rna_seq.augmented_star_gene_counts.tsv	e6dc42d2fb989ee20720e523b8a78f3f	4255148	validated
80053ba7-6f55-403c-a7c8-45174fe5138c	80053ba7-6f55-403c-a7c8-45174fe5138c/abfb91c5-3ab6-4320-bb99-6636dfb36316.rna_seq.augmented_star_gene_counts.tsv	3d01c486d773851584ad54399e42df8f	4248668	validated
81d1c015-d5b4-401d-af6a-08f52ae9c017	81d1c015-d5b4-401d-af6a-08f52ae9c017/a5e23b45-1c55-4f2a-b0a9-b3609b3fb823.rna_seq.augmented_star_gene_counts.tsv	bb110c2f8ed5b5c9209a669b6acd609b	4246918	validated
81d37a3a-94cb-457c-b808-f94537a4cd50	81d37a3a-94cb-457c-b808-f94537a4cd50/e40f6862-a348-49e0-961a-9efe6be79368.rna_seq.augmented_star_gene_counts.tsv	d2d570c0f1e48c5f10fe6f4c79b91e55	4241645	validated
857bc971-c83f-4015-9b3c-f9a408124690	857bc971-c83f-4015-9b3c-f9a408124690/d3300e42-7a0c-4af9-940e-4cea92758918.rna_seq.augmented_star_gene_counts.tsv	f91d4c84376268392aeb8bf2e81b70f7	4236785	validated
85ab7451-a0b7-4a76-a04e-303afd244a5a	85ab7451-a0b7-4a76-a04e-303afd244a5a/4b7fc1af-d479-43c2-b39a-a262f92ae0fd.rna_seq.augmented_star_gene_counts.tsv	3d49747753c764d9b2f759ead79ed7bd	4243535	validated
8ebddf5c-ef04-4bad-aec0-85c37a10ac3f	8ebddf5c-ef04-4bad-aec0-85c37a10ac3f/76facfb5-c20f-4645-878c-90d9d64cdf03.rna_seq.augmented_star_gene_counts.tsv	121959d7c4447e9da999a9eae07c29ef	4238577	validated
941f743c-76e6-4962-a9aa-8c72cd070a62	941f743c-76e6-4962-a9aa-8c72cd070a62/58a5fa75-8200-43c2-82e5-8bad2a4706fc.rna_seq.augmented_star_gene_counts.tsv	d1b7b9eb01c8f282ed663529e2364a88	4253082	validated
9c00c40c-a6bd-425a-aa71-d79514788e72	9c00c40c-a6bd-425a-aa71-d79514788e72/803259ab-a0d5-4b4f-b96c-711ecc609ba8.rna_seq.augmented_star_gene_counts.tsv	df93b0cd032727ebb3337dede13d0a43	4242619	validated
9dc1c4c5-f639-4ae1-aa55-c2a488edee02	9dc1c4c5-f639-4ae1-aa55-c2a488edee02/620d1ba2-b709-436c-aa74-498d441aa990.rna_seq.augmented_star_gene_counts.tsv	a2ebad365353718d7efcce309e3d1a75	4203374	validated
9e14e055-7229-49c5-b858-ce16b792d834	9e14e055-7229-49c5-b858-ce16b792d834/0cfde228-89bc-4454-a894-d6fc4b032892.rna_seq.augmented_star_gene_counts.tsv	e2232c1d220787a1430aaeef6ed9b19e	4252185	validated
9f0c2de9-4d62-4f1c-ab26-efdbacbb212f	9f0c2de9-4d62-4f1c-ab26-efdbacbb212f/06f16d2f-e722-4d5b-a35f-b63f01e1f0a4.rna_seq.augmented_star_gene_counts.tsv	8f462db6b0924e28b6b39a753f3cb302	4250968	validated
a157c449-547a-4ea0-8b6c-246285baceac	a157c449-547a-4ea0-8b6c-246285baceac/d64029bb-506c-46e5-bd8d-47373a6d2149.rna_seq.augmented_star_gene_counts.tsv	2d7b92bc16568ff282532d6b1dc53f38	4242938	validated
a2f4be5f-63a3-4b1b-978c-fc4faf3df980	a2f4be5f-63a3-4b1b-978c-fc4faf3df980/ee44d24e-9780-4455-b8c8-e0d6fc2f5697.rna_seq.augmented_star_gene_counts.tsv	0a89de900f377617753614b1d82369da	4252457	validated
a5b08b76-3c1d-4965-a0be-df9440de89ff	a5b08b76-3c1d-4965-a0be-df9440de89ff/90e1a9f7-1644-46fb-aea5-3aed78f039f2.rna_seq.augmented_star_gene_counts.tsv	3951f300b7a12dc3862c80e39afbd94b	4247806	validated
a6afef46-49c3-418e-ad8b-7e4b0404991c	a6afef46-49c3-418e-ad8b-7e4b0404991c/7ed8fc5b-55f7-4801-9217-afe90c1a47ac.rna_seq.augmented_star_gene_counts.tsv	7d6fd3d3901ca418fee47b247e7da3f7	4229853	validated
a85d0ef1-ea87-48d4-8acd-078579e29bf0	a85d0ef1-ea87-48d4-8acd-078579e29bf0/4a4bfc71-4c14-465f-812a-4d3292defe99.rna_seq.augmented_star_gene_counts.tsv	8d2cae22e30ca064704674a3ad25fd51	4247206	validated
aad8f5c2-5155-4928-99e0-a09f5460c55a	aad8f5c2-5155-4928-99e0-a09f5460c55a/f39f023b-db0c-4624-98c4-9d3011947705.rna_seq.augmented_star_gene_counts.tsv	e6e7a76aeae01b2695e651ac0e51630d	4251218	validated
ab50fe45-fbc6-4888-827c-120fad2ce051	ab50fe45-fbc6-4888-827c-120fad2ce051/e07a08ba-ccd6-401c-84bc-178b91dfe499.rna_seq.augmented_star_gene_counts.tsv	118d2b716c8686dec921db73e0268a3e	4238005	validated
